Acc, Kappa
0, -4.4533e-05
4.01816, 3.42086e-06
4.32695, -0.0600327
5.80261, -0.0735183
6.76427, -0.033464
7.33878, -0.0127902
7.52147, -0.00339887
7.36519, 0.000728675
6.98781, 0.00278346
6.5208, 0.00389508
5.90454, 0.00477994
5.45381, 0.00527175
4.89285, 0.00585776
4.44582, 0.00631125
3.05408, 0.00627013
2.31529, 0.00584281
1.71855, 0.0054393
1.10876, 0.00495351
0.643219, 0.00449761
0.293338, 0.00407622
0.0113319, 0.00365452
0.687583, 0.00539899
0.533244, 0.00688564
0.44637, 0.00764309
0.332937, 0.00808498
0.339093, 0.00826453
0.415711, 0.00835254
0.460915, 0.00842707
-3.81438, 0.00833887
-1.25265, 0.00601516
1.26745, 0.00357286
1.19361, 0.00179671
0.793617, -6.41526e-05
0.554326, -0.00177793
-0.697312, -0.00358018
0.455361, -0.00431529
0.40303, -0.00323205
0.593267, -0.00204201
-1.01371, -0.000776846
-0.146041, 0.000441601
0.557408, 0.00158482
-0.524687, 0.00262026
-0.0853177, 0.000338632
-1.19923, -0.00166579
-1.20558, -0.0039659
-1.21495, -0.00615753
-1.21112, -0.00883964
0.505072, -0.0089626
0.498441, -0.00783821
0.486853, -0.00675991
0.472814, -0.00564921
0.461535, -0.00467459
0.319287, -0.00406346
0.32393, -0.00341262
0.326491, -0.00276579
0.327692, -0.00212466
0.328139, -0.00148979
0.0198408, -0.00137342
0.019905, -0.00134017
0.0199351, -0.00130987
0.0199405, -0.00127945
0.0199222, -0.00124592
0.019887, -0.00121478
0.0198329, -0.00118029
0.162096, -0.000958277
0.162077, -0.00064932
-0.405367, -0.000366664
-0.183219, -6.06849e-05
-0.17626, 0.000171365
-0.0273789, 0.000164885
0.0821689, 0.000158711
0.181065, 0.000156325
0.226114, 0.000150264
0.224899, 0.000144669
-0.0232172, -0.000395356
-0.352517, -0.00101564
-0.353315, -0.00164179
-0.354362, -0.00233192
-0.355035, -0.00302931
0.348509, -0.00342227
0.349631, -0.00273282
0.34953, -0.00204795
0.348873, -0.00136922
0.34814, -0.000697123
-0.747994, -0.00164543
0.00519261, -0.00174698
-0.150212, -0.00137566
0.172092, -0.00170635
0.228706, -0.00189893
0.0256982, -0.00205305
-0.441149, -0.0022838
-0.491127, -0.00245344
-0.544307, -0.00269819
-0.590435, -0.00302503
0.507598, -0.00243052
-3.00713, -0.00175935
0.278236, -0.000356079
0.411957, 0.000541852
0.52499, 0.00128043
0.637962, 0.00201488
0.774066, 0.00269489
-0.164064, 0.00287555
-0.311244, 0.00240877
-0.316432, 0.00185779
-0.319214, 0.00138721
-0.321, 0.000875971
-0.321784, 0.000412231
-0.190299, -5.59297e-05
-0.19006, -0.000407841
-0.189868, -0.000642531
-0.189645, -0.000894874
-0.189439, -0.00111471
-0.189171, -0.00137492
-0.188834, -0.00164914
0.311965, -0.00167801
0.311482, -0.00130177
0.310912, -0.000953115
0.310319, -0.000570487
0.309864, -0.00018679
0.309607, 0.000164918
0.309494, 0.000515816
-0.14043, 0.000687826
-0.140373, 0.000522651
-0.140335, 0.000370839
-0.140315, 0.000204436
-0.140315, 7.89801e-05
-0.14033, -7.52669e-05
-0.14036, -0.000244739
-0.140393, -0.000401218
0.252641, -0.000493434
0.252693, -0.000204506
0.252732, 0.000108311
0.252753, 0.000392952
0.252737, 0.000701261
0.252646, 0.000981885
0.060305, 0.00116648
0.0604284, 0.00122697
0.0605751, 0.00129963
0.0607031, 0.00136629
0.0608195, 0.00143299
0.0609269, 0.0015058
-0.489485, 0.00128914
-0.489547, 0.000698207
-0.489529, 0.000150423
-0.489557, -0.000453919
-0.489587, -0.00101424
-0.489402, -0.00163242
0.653733, -0.00142034
0.653353, -0.000599944
0.653306, 0.000140554
0.65371, 0.00093653
0.654271, 0.00172078
-2.09499, 0.00238947
0.578186, 0.00177354
-0.575013, 0.00108688
-0.574634, 0.000389508
-0.574394, -0.000257915
-0.574266, -0.00103351
-0.208742, -0.00148026
-0.209076, -0.0017456
-0.20935, -0.00201269
-0.209454, -0.00225894
-0.209291, -0.00252888
-0.466036, -0.00279964
1.24791, -0.00185533
0.637437, -0.000345492
0.325923, 0.000872746
0.68478, 0.00217197
-0.285383, 0.00354291
-0.0974123, 0.00434325
0.64389, 0.00322316
-0.118766, 0.00205756
-1.0047, 0.000855384
-1.00379, -0.000271518
-1.00479, -0.00152978
0.502175, -0.00254872
0.50333, -0.00195612
0.503708, -0.00131635
0.262037, -0.0006321
0.0554146, -1.04482e-05
-0.229629, 0.000600313
-0.827812, 0.000973315
-0.746168, 0.000972039
-0.72263, 0.000970636
-0.568809, 0.000969361
-0.269843, 0.00096783
0.860605, 0.000966546
0.247705, 0.000965117
-1.04149, 0.000763652
-0.583156, 0.000473365
-0.30372, 0.000227744
-0.209343, 3.00108e-06
-0.209435, -0.000223566
0.0534466, -0.000497101
-0.0385647, -0.000773051
0.343252, -0.000718042
0.292468, -0.000398699
0.254522, -8.12148e-05
0.224921, 0.000260667
0.203222, 0.000573117
0.186311, 0.000883339
0.569684, 0.00155391
0.561354, 0.0024121
0.556309, 0.00319687
0.550588, 0.00397387
-1.10045, 0.00474066
-1.92436, 0.00548103
-0.805634, 0.005341
-0.807948, 0.00433965
-0.805669, 0.0034033
-0.801373, 0.00236507
-1.15827, 0.0012236
-1.35483, 0.000153077
-0.219449, -0.000875339
-0.104002, -0.000106687
0.0141155, 0.000706926
0.107864, 0.00138276
0.180744, 0.00198669
0.242413, 0.0025241
0.294609, 0.00322924
0.375636, 0.00392221
-0.411065, 0.00426677
-0.411108, 0.00371708
-0.409737, 0.00311542
-0.408059, 0.00260235
-0.406517, 0.00213306
-0.405236, 0.00166092
-0.235594, 0.0010886
0.557934, 0.000597475
0.633661, 0.00102604
0.507634, 0.00138743
0.416601, 0.00171486
0.496227, 0.00207244
0.387475, 0.00242623
0.310739, 0.00274538
0.32672, 0.00306649
0.464846, 0.00358223
0.349551, 0.00405883
-1.14684, 0.00453523
-1.91754, 0.00496483
-1.34182, 0.00541987
-0.926457, 0.00578794
0.538231, 0.00618383
-0.150165, 0.00615371
-0.149411, 0.00598359
-0.148025, 0.00581405
0.0316153, 0.00561232
0.150021, 0.00541289
0.231349, 0.00518345
0.261389, 0.00499083
0.0879313, 0.00483373
0.424259, 0.00496263
-0.00265551, 0.00513458
0.146141, 0.00532474
0.254315, 0.00551572
0.329193, 0.00570722
0.377117, 0.00589773
-1.66075, 0.00606852
-0.851526, 0.00622616
-0.162436, 0.00621556
0.090515, 0.00621364
0.423903, 0.00621771
0.5937, 0.00622712
1.36268, 0.00624763
-3.42687, 0.00627749
-6.70913, 0.00630523
-5.86279, 0.00620612
-0.205305, 0.00579393
0.288974, 0.0053389
0.580129, 0.0049138
0.994136, 0.00435617
1.13761, 0.00394642
1.19732, 0.00352542
1.1934, 0.00309491
1.13092, 0.00256209
1.19545, 0.00196788
1.69363, 0.00171977
1.63574, 0.00196197
1.53887, 0.00220972
1.42501, 0.00248351
1.30909, 0.00269716
1.19626, 0.00293524
0.615763, 0.00315266
0.711335, 0.00339238
-0.843679, 0.00360889
1.75793, 0.00336013
1.13415, 0.00268751
-0.532613, 0.00199309
-0.687583, 0.00134766
-0.78171, 0.000756413
-0.685349, 4.00909e-05
-0.612736, -0.000684229
0.3577, -0.00119246
0.20829, -0.000727859
0.296024, -0.000177442
0.367522, 0.000413147
0.0782102, 0.000951101
-0.190241, 0.00148152
-0.306141, 0.00196001
-0.733906, 0.0024731
-0.227249, 0.00297172
-0.278732, 0.00264545
-0.27844, 0.00229328
-1.90146, 0.00190773
-2.23188, 0.00152951
-0.245203, 0.00112798
-0.244983, 0.000788645
-0.244969, 0.000416069
0.103055, 0.000132708
0.208168, 1.33442e-05
0.269466, -0.000106993
0.297745, -0.00022822
0.301875, -0.000349937
0.289032, -0.000472986
0.264917, -0.000596328
0.236533, -0.00070988
0.997713, -0.000201985
0.909611, 0.000583341
0.828491, 0.00136315
0.766508, 0.00200815
0.698967, 0.00277695
0.641177, 0.00353742
0.601281, 0.0041657
0.567428, 0.00490915
-0.477665, 0.00506932
-0.479848, 0.00443919
-0.479563, 0.00390673
-0.478082, 0.00336926
-0.475986, 0.0028277
-0.473335, 0.00217299
-0.301863, 0.00151278
-0.469975, 0.000901974
-2.06204, 0.000229795
-2.4341, -0.000232857
-0.0977161, -0.00038449
-0.0978492, -0.000536368
0.0686265, -0.000689213
0.177364, -0.000842549
0.241463, -0.000996685
0.271886, -0.00115232
0.27719, -0.00128249
0.433678, -0.00143993
0.690996, -0.00137908
0.729693, -0.00127853
0.730907, -0.00118604
0.705139, -0.00107588
0.661968, -0.000973564
0.608262, -0.000870853
0.544534, -0.0007591
0.48428, -0.000655354
0.425751, -0.000551668
0.381641, -0.000445962
0.327585, -0.000316523
0.283209, -0.00019684
-0.00218572, -6.70803e-05
-4.07936, 3.15068e-05
-2.73963, 0.000144356
-1.68903, 0.000252529
-0.684711, 0.000348855
1.31697, 0.000453264
1.12202, 0.00055853
0.943682, 0.000665453
1.64842, 0.000764416
0.988049, 0.000737558
0.58118, 0.000521501
-0.0297583, 0.000301975
0.0578402, 8.10389e-05
0.109473, -0.000141915
0.133946, -0.000365889
0.138505, -0.000592573
0.129014, -0.000820954
0.11014, -0.00105162
0.0855347, -0.00128402
-0.0621088, -0.00146005
-0.048055, -0.00167553
-0.0416481, -0.0019124
0.258201, -0.00186299
0.2551, -0.00168639
0.248837, -0.00150939
0.0736188, -0.00131731
-1.34678, -0.00112694
-1.65013, -0.000940528
-1.45607, -0.000774402
-1.14128, -0.000626563
-0.963937, -0.000496368
-0.517207, -0.000324988
-0.204702, -0.000170385
0.0521311, -2.80898e-06
0.220993, 0.000149925
0.518261, 0.000316928
0.711442, 0.000483895
0.668757, 0.000610016
0.778153, 0.000778811
0.825784, 0.000934785
0.837488, 0.00110621
0.81971, 0.00126441
0.780413, 0.00143791
0.727182, 0.00161254
0.671263, 0.00177342
0.607475, 0.00194911
-0.216007, 0.00206855
-1.3783, 0.0019044
-2.41073, 0.00174284
-2.81576, 0.00159902
-0.101478, 0.00147191
-0.101356, 0.00134541
0.0811069, 0.00118031
0.187281, 0.00102762
0.249006, 0.000873871
0.290756, 0.000719427
2.49085, 0.000561836
1.44932, 0.000415595
0.712346, 0.000294064
0.102653, 0.000160725
-0.467331, 4.72292e-05
-0.678126, -8.65694e-05
-1.07919, -0.000199177
-0.599326, -0.000330939
-0.275718, -0.00045201
-0.0426276, -0.000572684
0.117902, -0.000693512
0.533328, -0.000746569
0.601562, -0.000383373
0.461843, -4.9638e-05
-2.72125, 0.000280274
-1.38057, 0.000597025
-0.255108, 0.000904929
0.0528549, 0.00120894
0.306506, 0.00151071
0.665039, 0.00181179
1.38951, 0.00211359
1.52647, 0.00244361
1.42568, 0.0027525
-0.43645, 0.00230914
-0.436049, 0.00170196
-0.435411, 0.00103656
-0.434959, 0.000415215
-0.434807, -0.000213386
-0.26949, -0.000849797
-0.172444, -0.00144206
-0.110048, -0.00209952
0.527721, -0.0026461
0.53816, -0.0023847
0.529217, -0.00214335
0.506922, -0.00188188
0.478592, -0.00164023
0.443896, -0.00137958
-0.870106, -0.00117927
-3.66123, -0.00111273
-2.7361, -0.0012054
-0.0618768, -0.00129529
-0.0619349, -0.00137676
0.0780377, -0.00145843
0.177706, -0.00154054
0.262101, -0.0016477
0.295245, -0.00173067
0.309412, -0.00181427
0.461013, -0.0019067
0.97136, -0.00159388
1.02564, -0.00106524
1.03981, -0.00053688
1.02524, -8.82779e-06
0.991028, 0.000518982
0.999131, 0.00113405
0.938504, 0.00157155
0.301572, 0.00186301
0.248876, 0.00164299
-0.204483, 0.0013734
-0.20441, 0.00110049
-0.204296, 0.000826223
-0.204189, 0.000550606
-1.80374, 0.000274885
-4.29156, 4.82175e-06
-2.52751, -0.000253064
-0.0731437, -0.000421042
0.106187, -0.00054411
0.202927, -0.000648753
0.278513, -0.000754166
0.314224, -0.000850212
2.67523, -0.00095768
1.64953, -0.00105869
0.97122, -0.00117197
0.0117337, -0.00128478
-0.554768, -0.00147799
-1.28385, -0.00165623
-0.790405, -0.00183302
-0.391829, -0.00202394
-0.110589, -0.00221524
0.0650573, -0.00239322
0.187767, -0.00258705
0.255489, -0.00278254
0.703561, -0.00252336
0.714085, -0.00206933
-0.490531, -0.00165596
-0.581038, -0.00124929
-0.569874, -0.00085035
-0.534522, -0.0004949
-0.250122, -0.000110553
-0.00626022, 0.000303175
0.00693124, 0.000477942
0.144888, 0.000652765
0.23358, 0.000812444
0.468909, 0.00098713
0.609421, 0.00114716
0.695197, 0.00130756
0.738479, 0.0014687
0.750054, 0.00164527
0.602362, 0.00177125
0.580847, 0.00176508
0.566358, 0.00175843
0.561767, 0.00175196
0.518916, 0.00174623
0.609624, 0.00174011
0.573426, 0.00173417
0.574246, 0.00172843
-0.00446667, 0.00172291
-0.400915, 0.00128744
-1.79485, 0.000841123
-2.94593, 0.000397079
-3.50947, -0.000122039
-2.21163, -0.000542343
-1.45258, -0.00103711
-0.328658, -0.000965472
0.116629, -0.000468219
0.415703, -2.16121e-05
0.816573, 0.000465083
1.05784, 0.000951599
1.21349, 0.00143802
1.2946, 0.00188152
1.33518, 0.00237056
1.33564, 0.00281676
0.341539, 0.00298885
-0.598879, 0.00230884
2.8098, 0.00138717
-0.669605, 0.000491664
-0.669913, -0.000577959
-0.670997, -0.00143509
-0.67239, -0.00230807
-0.673311, -0.00319724
0.505245, -0.00254694
0.505955, -0.0018857
0.505858, -0.00129137
-0.63029, -0.000647303
-2.63003, 8.86273e-05
-1.80195, 0.000731174
-0.784447, 0.00139689
0.395058, 0.00193922
-0.805282, 0.000952981
2.71818, -0.000298749
-0.911119, -0.00140998
-0.91596, -0.0025565
-0.922053, -0.003735
-0.928571, -0.00519367
-0.763346, -0.00682604
1.1069, -0.00742566
1.18228, -0.00604464
1.22361, -0.00457875
1.23443, -0.00325581
1.23664, -0.00197053
1.26054, -0.000611084
1.28682, 0.000615327
1.39005, 0.00181996
0.35827, 0.00289593
-0.442551, 0.00237061
-0.444688, 0.00173912
-0.44573, 0.00109756
-0.446105, 0.000497217
-0.600308, -5.81734e-05
-0.702835, -0.000620958
-2.6957, -0.00118374
-3.99089, -0.00173579
-1.25495, -0.00123925
-0.792664, -0.000604574
-0.287574, 1.13149e-05
0.151896, 0.000614741
0.477616, 0.00120828
0.710118, 0.00179596
1.07442, 0.00238143
1.9098, 0.00296785
1.90267, 0.00355612
2.03304, 0.00409604
-0.335901, 0.00382896
-0.336251, 0.00345184
-0.150788, 0.00295725
-0.334792, 0.00257418
-0.175849, 0.00215058
-0.0688377, 0.00172362
-0.00819653, 0.00133216
0.0286517, 0.000897998
0.0405827, 0.000457067
0.467809, 0.000261101
0.456462, 0.000373571
-0.763041, 0.000475606
-2.02355, 0.000586805
-3.35275, 0.000684603
-0.490785, 0.000788244
0.0735866, 0.000881109
0.00493275, 0.000902991
0.102263, 0.000711568
0.172192, 0.00049968
0.210535, 0.000286372
0.224857, 7.10272e-05
0.221431, -0.000146383
0.206949, -0.000345786
0.337051, -0.000567331
0.406188, -0.000770755
0.450329, -0.00105878
0.956713, -0.000846201
0.943621, -0.000388675
0.915611, 6.83514e-05
0.881197, 0.00048311
0.837912, 0.000939867
0.443612, 0.00143528
-0.991776, 0.00200665
-1.82938, 0.00244363
-1.71466, 0.00286482
-1.11994, 0.00326379
-0.646599, 0.00325122
-0.243597, 0.00323972
0.0242389, 0.00323016
0.374338, 0.00322055
0.513136, 0.00321267
1.26005, 0.00320488
1.01697, 0.00319803
0.924699, 0.00319219
-0.156355, 0.00314945
-0.156888, 0.00295367
-0.157136, 0.00275665
-0.157164, 0.00255869
-0.157032, 0.00236002
-0.557823, 0.00173822
-0.402142, 0.00101758
-0.307723, 0.000351647
-0.718381, -0.000526595
-1.18595, -0.00148966
-2.60728, -0.00218126
-0.955333, -0.00207818
-0.450461, -0.00148732
0.148705, -0.000857272
0.667118, -0.000290113
1.65723, 0.000275539
1.75503, 0.000841326
1.94798, 0.00141348
0.453872, 0.00193889
-0.825163, 0.00125291
-0.825029, 0.000172782
-0.825372, -0.000829426
-0.826078, -0.00195543
-0.826341, -0.00300116
0.908178, -0.00313814
1.01397, -0.00209774
1.08552, -0.0010756
1.13023, -6.86699e-05
1.15415, 0.000923948
1.16197, 0.00190063
-1.39229, 0.00260238
-3.57516, 0.00191215
-1.83864, 0.00124059
-0.405598, 0.000627703
-0.405477, 5.95433e-05
-0.214386, -0.000567441
-0.0400101, -0.00120551
1.0613, -0.00110523
1.15859, -0.00036331
1.40931, 0.000441111
1.39525, 0.00117742
1.42982, 0.00190933
-0.774849, 0.00200125
-0.774787, 0.00100271
-0.774571, 0.000171008
-0.597887, -0.00105437
-0.500838, -0.00221429
-0.448624, -0.00340483
1.64127, -0.0013033
1.65953, 0.000218411
1.6695, 0.00184854
1.385, 0.00329613
-2.33904, 0.00483246
-2.56516, 0.00626162
-3.27567, 0.00649241
-0.206013, 0.00626152
-0.201977, 0.00598372
-0.197075, 0.00571035
-0.0011098, 0.00542051
-0.185713, 0.00518046
-0.031681, 0.00496791
0.0472288, 0.00474256
0.121073, 0.00447324
2.80412, 0.0041447
0.922436, 0.00382608
-1.47804, 0.003529
-0.236535, 0.00320716
0.0360257, 0.00302878
0.0360606, 0.00308202
0.0360201, 0.00313112
0.0359172, 0.00317599
0.0357284, 0.0032247
-5.04099, 0.00327624
-2.51237, 0.00332386
-0.825712, 0.00341379
-0.101694, 0.00351281
0.363382, 0.00360585
0.654164, 0.00369341
0.924787, 0.00379948
1.04946, 0.00390081
2.46588, 0.00401478
1.95344, 0.00412504
1.11373, 0.00385727
-0.339999, 0.00344509
-0.341454, 0.00302114
-0.341843, 0.00263146
-0.341523, 0.00219905
-0.340763, 0.00180315
-0.339609, 0.00136502
-0.169595, 0.000884229
-0.0600335, 0.000399444
0.787212, 0.00106176
0.893975, 0.00198758
0.962051, 0.00290702
0.730376, 0.00354296
0.461528, 0.00424462
-1.24122, 0.00500635
-2.91994, 0.00574502
-2.89751, 0.00644177
0.548138, 0.007173
-0.655096, 0.00657931
-0.656932, 0.00576314
-0.654226, 0.00493299
-0.649013, 0.0040929
-0.47082, 0.00316742
-0.366091, 0.0023086
-0.299769, 0.00135663
-0.274842, 0.000468575
0.987199, 0.0012182
0.993937, 0.00202682
0.989838, 0.00283334
0.977529, 0.00363392
0.95686, 0.00450178
0.931587, 0.00528859
0.900229, 0.00606491
0.862793, 0.0068226
-4.59322, 0.00744002
-5.45218, 0.00734028
-3.23486, 0.00725528
-1.84006, 0.00718159
-0.774516, 0.00711744
0.120509, 0.00706146
0.691297, 0.00701672
1.11771, 0.00697463
1.30054, 0.00694277
1.40874, 0.00691518
1.63699, 0.00689353
1.71777, 0.00688481
1.46271, 0.0066195
1.36785, 0.00632322
1.24145, 0.00601426
2.80875, 0.00569348
1.81878, 0.00538949
0.455926, 0.00507864
-0.359991, 0.00473335
-1.49588, 0.00439056
-1.31027, 0.00408536
-0.266448, 0.00378476
-0.107487, 0.0036013
0.0779429, 0.00344311
-0.109127, 0.00329558
-0.109416, 0.00317182
-0.109539, 0.0030351
-0.10948, 0.00288548
0.0758764, 0.00272276
-0.108888, 0.00257285
-0.138467, 0.00224609
-0.322388, 0.00183406
-0.322412, 0.00145738
-1.82822, 0.00104205
-2.79185, 0.000595184
-0.285338, 0.000229937
-0.28535, -0.000172315
-0.131796, -0.000577803
0.219637, -0.00066238
0.286556, -0.000719924
0.323375, -0.000777831
0.33726, -0.000835929
0.33416, -0.000894367
0.320428, -0.00094776
0.451245, -0.00100684
0.522096, -0.00106084
0.99665, -0.00104741
1.01417, -0.000510689
1.00851, 2.30964e-05
0.98626, 0.000557067
0.955805, 0.00103977
0.915702, 0.001571
0.875281, 0.002052
0.212625, 0.00257764
-1.47449, 0.00304916
-3.15081, 0.00300599
-2.04526, 0.00282231
-0.14803, 0.00262385
-0.14779, 0.00242535
0.0108064, 0.00222643
0.197324, 0.00202663
0.322855, 0.00184357
1.81304, 0.00164042
0.976782, 0.00143243
-0.164389, 0.00122063
-0.31862, 0.000852284
-0.318839, 0.000434308
-0.319071, 1.26396e-05
-0.319336, -0.000412802
-0.319593, -0.000802913
-0.167212, -0.00123576
-0.0649006, -0.00167362
0.00312344, -0.00215654
0.0335578, -0.0026052
0.514402, -0.0021881
-0.0157811, -0.00153309
-0.484878, -0.000889982
-0.683294, -0.000368736
-0.525273, 0.000192597
-0.367628, 0.000741874
-0.059074, 0.00127814
0.181967, 0.00180768
0.406317, 0.00237712
0.00304314, 0.00252445
1.71384, 0.00234333
1.18598, 0.00215783
0.766026, 0.00196807
0.438838, 0.00177568
0.189771, 0.00158125
0.00524541, 0.00138584
-0.345448, 0.00120694
-0.0762014, 0.00105785
-0.081678, 0.00123167
-0.0883073, 0.0013759
-0.0872947, 0.00153405
-0.0775565, 0.0016769
-0.0550359, 0.00186176
-0.875025, 0.00204515
-3.06958, 0.00221046
-4.47971, 0.00234177
-0.41137, 0.00222163
-0.411143, 0.00171431
-0.410729, 0.00104757
-0.410494, 0.0004769
-0.256401, -0.00010005
-0.162437, -0.00063202
-0.0971779, -0.00122552
-0.464711, -0.00184531
-0.465124, -0.00248873
-0.464993, -0.00308071
0.183391, -0.00328275
0.18373, -0.00302392
0.347747, -0.00274271
0.448795, -0.00248567
0.508286, -0.00225268
0.547185, -0.00199687
0.564852, -0.00171884
0.563198, -0.00146492
0.551196, -0.00123389
0.530618, -0.000981298
0.480917, -0.000764402
-1.09782, -0.000507452
-1.37493, -0.000312594
-1.29866, -0.000122262
-1.06187, 6.46746e-05
-0.537146, 0.000302616
-0.154135, 0.000537313
0.986402, 0.000769841
0.860059, 0.000949797
0.746026, 0.00113066
0.644336, 0.0013118
0.561066, 0.00405933
0.583312, 0.00483424
0.58306, 0.00490692
0.562555, 0.00456706
0.522778, 0.00396459
0.46881, 0.0032451
0.406764, 0.00250767
0.348159, 0.00187379
0.295382, 0.00130742
0.152793, 0.000846002
0.48871, 0.000141495
0.817807, -0.000405253
1.02573, -0.00080269
1.09791, -0.000995143
1.11702, -0.00110845
1.09982, -0.00119555
1.04683, -0.00124358
0.96235, -0.00127296
0.831889, -0.00129785
0.735687, -0.00140251
0.635179, -0.00151783
0.530613, -0.00102392
0.41648, -0.00133235
0.311788, -0.00161966
0.221885, -0.00193447
0.521527, -0.0021951
0.453844, -0.00167346
0.311908, -0.00115378
0.247914, -0.000676258
-0.447268, -0.000280637
-0.522246, 0.000148439
-0.242314, 0.000611409
-0.023605, 0.00103108
0.186362, 0.00144667
0.353847, 0.00185985
0.00697216, 0.00191868
0.0945073, 0.00152281
0.13912, 0.00112475
0.143266, 0.000723568
0.114339, 0.000356211
0.048293, -8.82948e-05
0.0225787, -0.000462142
-0.235817, -0.00087694
-0.236503, -0.00129476
-0.237237, -0.0017158
-0.237871, -0.00214002
-0.238211, -0.00256712
-0.238024, -0.00299641
0.183035, -0.00336031
0.183908, -0.00302796
0.184174, -0.00266569
0.183936, -0.00230483
0.183386, -0.00194614
0.182689, -0.00159003
0.18198, -0.00123664
0.181321, -0.000856766
-0.61845, -0.000509265
-0.796587, -0.000166481
-1.48709, 0.000170683
-0.500869, 0.000527891
-0.368562, 0.000503843
-0.0848554, 0.00036329
-0.801282, 0.000209742
0.737602, 4.37584e-05
0.696287, -0.000111386
0.646739, -0.000254921
0.583376, -0.000413457
0.533798, -0.000573344
0.466316, -0.00072145
0.384504, -0.000870441
0.332304, -0.00103435
0.0805399, -0.000973162
-0.319594, -0.000824971
-0.409389, -0.000677334
-0.195164, -0.000517451
-0.0487723, -0.000371739
0.091377, -0.000226379
0.201504, -8.171e-05
0.263117, 6.28904e-05
0.325493, 0.000207405
0.141892, 0.000256603
0.18231, -5.19896e-07
0.149088, -0.00023759
-0.704783, -0.000475912
-1.49245, -0.000713589
0.787989, -0.000950236
-0.410836, -0.00123281
-0.776134, -0.00149434
-1.0768, -0.0017339
-0.988464, -0.00197248
0.559149, -0.00223132
0.324567, -0.00247103
0.402407, -0.00273414
0.809166, -0.00294462
0.411189, -0.00246606
0.0228243, -0.00199005
-0.357935, -0.00151935
-0.245149, -0.000969773
-0.158491, -0.000510628
-0.0866739, -9.82044e-05
-0.833637, 0.000390728
-0.938594, 0.000870876
-0.52814, 0.00134366
-0.208979, 0.00180827
-0.26001, 0.00217063
-0.0756378, 0.0020761
-1.10016, 0.00198144
-0.786431, 0.00188759
-0.0455244, 0.00179403
0.124085, 0.00170021
1.01683, 0.00161381
0.815948, 0.00151863
0.654563, 0.00143051
0.502183, 0.00133389
-1.74917, 0.00124518
2.19649, 0.00117014
0.498672, 0.00115569
-1.50843, 0.00114116
-2.01689, 0.00112553
-1.83584, 0.00111028
-0.00725963, 0.00109645
0.15303, -0.000690912
0.274482, -0.00158296
0.361246, -0.00183402
0.414184, -0.00165932
0.436014, -0.00123014
0.431978, -0.000675189
-1.97091, -0.000519917
-2.33545, -8.8418e-05
-1.23522, 0.00071468
1.33349, 0.00176648
1.22166, 0.00216781
1.09205, 0.00247543
0.982562, 0.0026432
0.855561, 0.0027614
0.756953, 0.00280292
0.656147, 0.00280525
0.562594, 0.00277379
0.467109, 0.00271607
0.387832, 0.00263905
0.309743, 0.00254981
0.250723, 0.00246869
0.195898, 0.00239299
0.146251, 0.00232618
0.121036, 0.00227494
0.0510785, 0.0022301
-0.31429, 0.0021986
-0.124187, 0.00217944
-0.00279706, 0.00217277
0.105398, 0.00217637
0.059094, 0.0021167
0.0957023, 0.00204501
0.0779506, 0.00198147
0.0520363, 0.00192453
0.0384878, 0.00187292
-0.040515, 0.00181748
-0.0401756, 0.0017702
-0.0397953, 0.00172208
-0.0394162, 0.00167617
-0.0390754, 0.00163498
-0.0387474, 0.00159434
-0.0384081, 0.00155045
-0.0381097, 0.00150981
-0.0378021, 0.00146543
-0.337332, 0.00112103
-0.143475, 0.000715703
0.00188319, 0.000305537
0.108134, -0.000146075
0.161838, -0.000605556
0.205343, -0.00103681
0.19153, -0.0015132
0.126207, -0.0019597
0.0870216, -0.00241745
-0.0616862, -0.00287758
-0.25661, -0.0033404
0.12473, -0.00337919
0.0986994, -0.00321331
0.111454, -0.00308515
-0.48286, -0.00294797
-0.444406, -0.00280302
-0.397477, -0.00267277
-0.34104, -0.00253541
-0.190559, -0.00235563
-0.136393, -0.00211167
-0.0862049, -0.00186857
-0.0363492, -0.00160641
0.00756324, -0.00134611
0.0446812, -0.00110772
0.0732717, -0.000890126
0.104471, -0.000634997
0.127887, -0.000381386
0.146096, -0.000149085
-0.150537, -0.000231266
-0.150551, -0.000417925
-0.150686, -0.000605365
-0.150928, -0.000793721
-0.151226, -0.00096728
-0.151641, -0.0011736
-0.152018, -0.00134925
-0.152417, -0.00154199
-0.152762, -0.00173587
-0.152986, -0.00191452
-0.153076, -0.00211027
-0.152967, -0.0022903
-0.152573, -0.00248707
0.251418, -0.00252555
0.25188, -0.00222851
0.251925, -0.00193282
0.251717, -0.0016655
0.251324, -0.0013733
0.250856, -0.00108317
0.250391, -0.00079513
0.249959, -0.000483215
0.249658, -0.000173575
0.249504, 0.000261549
0.249569, 0.000541124
0.0954337, 0.000668821
0.0955692, 0.000775142
0.0957391, 0.000891051
0.0959217, 0.00100689
0.0960903, 0.00111303
0.0962355, 0.00120947
0.0963761, 0.00131548
0.0964843, 0.00142139
